user_ID,finishTime,Q8_1: 
878452,27/04/2021 10:11,יותר קל להזדהות עם מועמד מאשר עם מפלגה; ובנוסף זה מקדם את הסיכויים שלו להיכנס לכנסת
878457,27/04/2021 22:45,כי מענין אותנו בסוף מי ראש הממשלה
879818,26/04/2021 20:38,כי מי שבאמת מקבל הכי הרבה קולות הוא הכי מתאים ולא מנסה בכל פעם לריב עם מלגות כאלו ואחרות ליצור רוב של 61. במצב שלא כזה ראש ממשלה יכול לכהן גם אם רוב העם לא רוצה אותו
879843,26/04/2021 17:54,בחירות אישיות לא הצליחו בעבר
881028,27/04/2021 19:21,קשה לבחור
881092,26/04/2021 16:20,הכי טובה
888356,26/04/2021 15:14,בחירות לראשות הממשלה
888435,27/04/2021 6:40,השיטה כיום לאובילה להכרעה ;לכן עדיף בחירה ישירה
894592,27/04/2021 22:23,יותר רלוונטי
898686,27/04/2021 22:12,לא בטוחה מה עדיף 
899612,26/04/2021 15:32,השיטה מייצגת יותר את הדעה שלי
899626,27/04/2021 22:08,השיטה הכי דמוקרטית
910401,26/04/2021 17:59,לא תמיד המצביעים אוהבים את הרכב הרשימה או את מנהיגה אבל עדיין מאמינים באיד' של המפלגה
911324,27/04/2021 15:23,כי שיטת הבחירות שלנו לצערנו לא נותנת ממשלה כרגע
912081,26/04/2021 17:49,מתלבט
912195,26/04/2021 16:38,השיטה הכי טובה למדינה שלנו
913007,27/04/2021 21:11,מה שרוצים זה מה שבוחרים
913022,27/04/2021 21:47,יבחר המתמודד הטוב ביותר על ידי העם ולא רק לפי פריימריז במפלגה
913400,26/04/2021 15:10,מכיר
914396,27/04/2021 13:13,אני עדיין מתלבטת 
914550,27/04/2021 19:22,ניראהה לי ש/זה הכי פאייר לתושבים
915023,26/04/2021 15:32,לצפלגה הגדולה יהיה את הכוח והאפשרות לממשלה יציבה
915072,27/04/2021 12:00,שיהיה אאפשר לשנות את כולם במפלגות 
915188,26/04/2021 22:50,בחירות מועמדים
915727,26/04/2021 15:19,המועמד הוא החשוב המפלגה פחות
915780,26/04/2021 20:17,לא יודע ככה נראה לי
916185,27/04/2021 23:32,העומד בראש המפלגה וחברי מפלגתו מקבלים קולות ועל פי מספר הקולות הם מקבלים מנדטים לייצוג בכנסת
916354,26/04/2021 20:35,אני נוטה להזדהות עם ערכים של מפלגה ולא של אדם.
917353,26/04/2021 15:14,לא בטוחה מה השיטה העדיפה
917388,26/04/2021 17:49,They have Israels best interests at heart and won't give any more land away
917472,26/04/2021 18:49,מצביעם למנהיג
917746,27/04/2021 23:36,לא יודעת
918701,26/04/2021 15:28,יותר נוח
919204,26/04/2021 17:09,לא מצליח להחליט איזו שיטה עדיפה
921364,27/04/2021 21:22,בוחרי מפלגה בוחרים את הראש
922549,27/04/2021 22:18,הכי טובה
922880,27/04/2021 10:16,רגילה לשיטה הזו
923243,27/04/2021 12:46,כרגע זה הפיתרון
929888,27/04/2021 21:10,בוחרים באופן ישיר את מי שרוצים שינהיג את המדינה
932156,27/04/2021 20:51,זו הדמוקרטיה הנהוגה בישראל ואין סיבה לשנות אותה. עד היום זה התנהל בצורה חלקה. עדיף להצביע למפלגה שלמה שמביאה את דעותייך מאשר לאדם אחד 
932440,27/04/2021 2:56,השאר זה ספין לא ריאלי שמשמש רק את ביבי
932919,27/04/2021 21:03,לא ברור לי מה עדיף
938311,26/04/2021 15:18,עקב ריבוי המפלגות
942799,26/04/2021 15:19,לאור המצב שנוצר בו לא מתאפשר למפלגה שזכתה ברוב הקולות להרכיב ממשלה . מצב שיכול לגרום למועמד שלא זכה ברוב הקולות להרכיב ממשלה. מצב לא דמוקרטי לחלוטין. אינו משקף את עמדת הרוב בציבור
953685,27/04/2021 11:05,כל אדם אינדבודאל
954168,26/04/2021 14:56,ככה יהיה אפשר להבין איך רוצים שהמדינה תתנהל פחות או יותר
957319,26/04/2021 16:23,אולי במצב הנוכחי צריך שילוב של בחירות מפלגתיות ובחירות ישירות לראשות הממשלה. זה לא אידיאלי.  אבל במצב הנוכחי זה יכול להוציא אותנו מהפלונטר
958187,26/04/2021 17:30,יותר מחויבות של הנציג לבוחר
961620,26/04/2021 18:32,מוכר לעם
961974,27/04/2021 10:07,דמוקרטיה
968458,27/04/2021 16:53,יותר מדויקת
1058070,27/04/2021 21:42,כך ניתן להצביע למועמד המועדף
1059475,26/04/2021 15:34,סכנה שביבי ייקח
1059587,27/04/2021 6:06,היא נותנת אפשרות להצביע למפלגה שהכי קרובה לדעותך. 
1059635,27/04/2021 20:58,לא יודעת מה עדיף 
1059882,27/04/2021 9:04,כי אי אפשר לשנות כל פעם את חוקי המשחק
1061083,27/04/2021 6:45,לא בטוח
1062182,27/04/2021 8:05,שינוי
1062237,27/04/2021 18:54,ככה אני מכיר
1062714,27/04/2021 9:32,לא יודע נו הכל אותו חרא
1064085,26/04/2021 19:39,בחירת מפלגה
1064661,26/04/2021 15:13,הכי מייצגת את דעות המצביעים
1067281,27/04/2021 14:51,ימנע מראש מפלגה עם מספר המנדטים הגבוה ביותר לחבר אליו מפלגות נוספות לקואליציה. 
1069403,26/04/2021 16:01,רשימה היא מפלגה שלמה ולא מועמד אחד
1109175,27/04/2021 13:49,ככה חושב
1109995,27/04/2021 10:49,מאפשרת החלטה בדרך המהירה ביותר
1110061,26/04/2021 19:25,גבכהענימחצ
1110253,27/04/2021 22:15,פותרת את הבעיה של בחירות חוזרות ויוצרת ממשלה יציבה
1123691,27/04/2021 15:15,אני לא בטוחה מהי שיטת הבחירות הטובה ביותר
1124827,26/04/2021 15:22,את מי שרוצים רק הוא יהחר
1125301,27/04/2021 22:02,מתלבטת
1130155,27/04/2021 21:01,.
1135881,27/04/2021 12:18,מתלבט..
1137740,27/04/2021 1:08,לא יודע
1140616,27/04/2021 21:00,השיטה הנהוגה כיום בעייתית בגלל ריבוי המפלגות הקיים בישראל; מתקשה לומר איזו שיטה עדיפה יותר מהאופציות הנוספות
1140618,26/04/2021 16:08,בווחרים מי  ייכנס
1142172,27/04/2021 18:47,לאיטגית מ
1142855,27/04/2021 13:40,כמו בכל המדינות בעולם
1144341,27/04/2021 19:28,כך כולם בטוחים מי קיבל את מספר הקולות הגבוה ביותר ולא נסחבים ל4 מערכות בחירות מיותרות ויקרות
1144546,26/04/2021 15:05,פחות סחטנות
1144608,27/04/2021 10:06,תוצאות אמיתיות יותר
1144702,27/04/2021 18:25,1
1144752,27/04/2021 21:34,לא יודעת
1145178,26/04/2021 15:59,מכיוון שאנחנו בבחירות רביעיות והשיטה הקיימת אינה טובה
1145351,27/04/2021 17:49,הכי קל
1146376,26/04/2021 14:59,פחות מורכב
1157744,26/04/2021 18:45,נותן ייצוג הוגן לכל חלקי האוכלוסיה
1157881,27/04/2021 15:21,מפני שזה משקף את את רצון הבוחר עם אלטרנטיבה; בנוסף אם הזוכה לא הצליח להקים ממשלה; נתן להטיל את המנדט על הבא בתור ללא סחטנות.
1169730,27/04/2021 6:45,מצביעים ישירות מי יהיה הנהיג בלי משחקים
1170127,27/04/2021 12:27,כי זו השיטה הנוחה ביותר
1177864,27/04/2021 6:43,עדיף להצביע על סמך אידיולוגיה מאשר על סמך אהדה לאדם ספציפי.
1178436,26/04/2021 21:37,הרבה יותר ייצוג וכוח לכל אזרח; אולי גם ימנע שחיתות
1180895,27/04/2021 8:20,לא יהיה צורך בבחירות נוספות
1181866,27/04/2021 19:55,כי אז אי אפשר לומר למועמד שיזוז.כי העם בחר בו באופן ברור מתמיד
1181961,27/04/2021 12:57,מתלבט
1182133,26/04/2021 19:12,השיטה האישית עלולה ליצור מצב של ראש ממשלה לא מתפקד; כי כלל הממשלה מתנועה אחרת
1192542,26/04/2021 19:09,יצוג לפי מ]לגה בכנסת לדעתי הכי מתאים לארץ
1199510,27/04/2021 21:29,לא יודעת
1200459,26/04/2021 21:13,לא רלונטי
1200740,26/04/2021 20:12,בבחירות אישיות האזרח יכול לבחור את המועמד המתאים לערכים ולאידיאולוגיה שלו בלי לבחור את שאר מועמדי המפלגה שלו
1202962,26/04/2021 17:12,.
1205320,27/04/2021 22:31,לא בטוחה
1205410,27/04/2021 23:46,כי זה יפתור את כל הפלונטר הפוליטי ובסופו של דבר הרב אנשים מצביעים למפלגה מסוימת רק בגלל מי שעומד בראשה וגם אנשים שהצביעו למפלגה אחרת מהגוש למשל מגוש הימין עדיין רוצים את ביבי כראש ממשלה; זה יהיה הכי נכון.
1208348,27/04/2021 9:20,לא יודעת
1208602,26/04/2021 14:59,כי כל אחד יש לו סיכוי להרכיב ממשלה וזה הופך את זה ליותר מעניין ומסקרן כי אי אפשר לנחש מה יקרה
1209588,27/04/2021 9:04,כי אנו בוחרים ישירות את המועמד שלדעתנו מתאים להיות ראש הממשלה
1210079,26/04/2021 19:14,כי נמאס ממירי רגב
1210670,27/04/2021 9:11,לא יודעת 
1214771,26/04/2021 14:53,יפחית את הכאב ראש של הרכבת קואליציה
1215555,27/04/2021 16:14,לדעתי יהיו יותר אנשים יצביעו וגם האחריות למספר המנדטים תיפול על כל אנשי המפלגה כי ירצו שיבחרו בהם
1231327,26/04/2021 17:24,צודקת
1270845,27/04/2021 8:58,המדינה זקוקה למנהיגים; מי שנמצא היום ברישמות &quot;פרווה&quot; 
1271089,26/04/2021 18:37,נראה לי יותר טובה
1271380,28/04/2021 6:21,העם בוחר את מי שבעיניו הכי מתאים להיות ראש ממשלה וכך אין בעייה בהקמת ממשלה ובחירות נוספות
1271388,27/04/2021 23:24,רצוי לבחור ראש ממשלה כי לא תמיד המועמדים במפלגה שלו גם טובים ומתאימים לדעותי
1271391,26/04/2021 20:27,זה מונע בחירות כל כמה חודשים ומונע מספר רב של מפלגות
1271401,27/04/2021 14:56,חמניונימ
1271490,27/04/2021 21:49,תאמת עדיף בחירות כמו באמריקה שבוחרים במפלגה ולפני המחוז מקבלים קולות כולם אם יש רוב קולות
1272637,28/04/2021 0:14,הכי נראה לי סביר
1272705,27/04/2021 22:07,כך אפשר להקים ממשלה 
1272766,27/04/2021 11:41,הכי טוב ככה
1272918,26/04/2021 15:07,שיטה שעובדת הרבה שנים; דמוקרטית ולא רואה מדוע לשנות אותה
1273085,26/04/2021 14:52,כך ניתן לבחור ספציפית במועמד אותו רוצים
1273342,27/04/2021 9:39,לא מספיק מבינה את השיטות האישיות. צריך להסביר על זה בצורה יותר ברורה ולעומק
1273383,26/04/2021 15:19,כוחו של הרגל
1273504,27/04/2021 6:55,בוחרים במי שרוצים
1274723,27/04/2021 22:20,כי זו שיטה שחוסכת את המושג של פריימריז וכל הבאלגן של הרכבת רשימהונותנת לי להצביע יוצא בקלות למפלגה למרות שאני לא אוהב אותה כי אני מצביע למועמד מסויים בתוכה
1274837,26/04/2021 16:33,דמורקטיה של כל העם למען מפלגה אחת ולא לעמן אחד שהוא כמו ראיס (סגנון ביבי שנהפך להיות &quot;מלך בלתי מעורער&quot;) כשהוא מעורער בנפשו
1275863,27/04/2021 21:09,השיטה הנוכחית בטוח לא עובדת; עובדתית היא נכשלה 4 פעמים וההמשך עוד יבוא... יש ריבוי מפלגות ואני מאמינה שהשיטה הזו תצמצם את כמות המפלגות ותאחד את המועמדים לתוך בעיקר. 
1277448,27/04/2021 22:21,ככה ניתן לשקלל טוב יותר את המועמדים
1277852,27/04/2021 12:25,לבטא את רצון הבוחר באופן האולטימטיבי ביותר. כאשר האזרח הקטן יבחר במועמד שלו לראשות הממשלה ושאר מועמדים חפי עשייתם ולא עפ?י פוליטיקה זולה; פופוליסטית וסגירת דילים מאחורי הקלאים או שיריונים. שתהיינה אפשרות לכל אזרח לקבוע מי המועמד שלו שהוא יירצה שהוא ייצג אותו בכנסת; לא רק בראשות הממשלה. גם בחירת ח?כ זה חשוב; בכדי ליצור שינוי בחלוקת התיקים. ח?כ מעולים לא מקבלים תפקיד שר בגלל הבטחות בחירות של מנהיג המפלגה; למרות שבמצב אחר הם היו יכולים לנהל תיקי ממשלה מסוימים בצורה הרבה יותר טובה מאלה שמכהנים כיום בגלל שריונים או הבטחות כאלה ואחרות
1279969,26/04/2021 14:58,פשוטה יותר; מאפשרת השפעה על המועמדים דרך פריימריז. מונעת סחטנות אישית של חברי כנסת שלא מחוייבים לסיעה. 
1280077,26/04/2021 17:40,ם
1281180,27/04/2021 13:56,לא יודעת
1281355,27/04/2021 7:25,צריך לעשות כמו בארהב 2 מפלגות וזהו
1281715,26/04/2021 17:42,מתלבטת
1281745,26/04/2021 15:26,הכי פשוטה
1281804,26/04/2021 19:47,לבחור אנשים איכותיים שיצטרכו לתת דין וחשבון לבוחר
1281820,27/04/2021 22:10,השיטה כיום לא עובדת
1281826,27/04/2021 10:12,מוריד מהכוח של המפלגות על השלטון הרצוי
1281857,27/04/2021 8:26,אפשר למנוע מצב הנוכחי
1281874,27/04/2021 22:23,רמת דיוק
1282082,27/04/2021 22:31,כי זה הכי דמוקרטי
1282357,27/04/2021 22:44,חושבת שהיא עדיפה. הודעת יותר מייצגת יותר את העם ודמוקרטית יותר
1282410,26/04/2021 15:16,הכי משקף - צריך להעלות את אחוז החסימה 
1284008,27/04/2021 17:22,שיטה טובה
1284316,27/04/2021 1:10,הבחירות לא מתקדמות; והם הפכו להיות סביב בן אדם ולא סביב מפלגה. לכן נכון יותר לעשות בחירות סביב האנשים במפלגות
1284948,26/04/2021 15:57,בחירה ישירה נכשלה
1285094,27/04/2021 11:39,המועמד הרצוי נבחר
1285223,27/04/2021 14:41,ככה אפשר להצביע למישהו שאתה מאמין בו בצד הפוליטי שאתה מאמין בו.. אני ימני; אבל לעולם לא אצביע ליכוד כל עוד ביבי בראש המפלגה.
1285918,26/04/2021 23:41,כי לא בטוח שמועמדים נוספים יהיו ברמה של ראשי ממשלה ויהיה קשה לדרג אותם 
1286157,27/04/2021 21:47,מכיוון שיש יותר מידי מפלגות ומועמדים ואי אפשר להגיע לאחוז המתאים על מנת שמישהו יבחר ולבחור מכל מפלגה אחד זה לא מתאים לכל אחד יש צדדים או שמאל או ימין אי אפשר ביחד
1286580,27/04/2021 18:58,אני ממש לא מבינה בזה ולא מצביעה בבחירות כי נמאס לי כל השטויות האלו
1288781,27/04/2021 21:59,אי אפשר לרמות 
1288797,27/04/2021 9:17,הכי חשוב לבחור את הנציג ולא את המפתגה
1289071,27/04/2021 21:21,לאפשר להיות מעורבים בבחירת הכי טובים בכל רשימה
1290576,26/04/2021 16:58,פחות כח לקטנות לסחוט
1297437,26/04/2021 16:05,כך העם יבחר ישירות את מי שהוא חושב שמתאים לפי סדר העדיפות שלו
1297682,27/04/2021 21:39,אפשר לראות את מי רוצים לראות כראש הממשלה
1297733,27/04/2021 15:13,משום שנכון לרגע זה; הבעיה לדעתי איננה השיטה; אלא התנהלות המפלגות באופן לא דמוקרטי והנציגים עצמם. שום שיטה לא תשנה את זה. זה משבר שצריך להתמודד איתו בכלים הקיימים. כמו כן; השיטות האישיות רק מאדירות את פולחן היחיד שזו גם ככה חלק מהבעיה
1300718,26/04/2021 21:51,שלא ההיו בחירות חמשיות 
1301065,27/04/2021 10:08,למרות שאנחנו במצב של שיתוק בעם; היא תוציא הכי הרבה אנשים להצביע והכי דומה להתפלגות בעם
1301554,26/04/2021 15:18,כי בסופו של יום; הבחירה העומדת בפני האזרח איננה רק אדם אחד אלא מכלול המועמדים שיאיישו כקבוצה את הנהגת המדינה.אם יורשה לי הייתי מציע שיטה אחרת; והיא:הבחירות המדרגות את כלל המועמדים הינו טוב לבית המחוקקים; אך עדיין לא יתן פיתרון למשילות יעילה; לדעתי צריך לבחור בנוסף ובמקביל לבחירות להרכבו של &quot;בית המחוקקים&quot;; בחירות לראשות ממשלה; כתוצאה מהן יוכל להרכיב ממשלה מקצועית/ פוליטית כראות עיניו; ממשלה שתוכל לנהל את ענייניה הביצועיים של המדינה ללא צורך באישורו של בית המחוקקים; כאשר את סמכותה היא יונקת ישירות מבחירת העם; היא עדיין תזדקק להתאזן מול בית המחוקקים על מנת לקבל את החקיקה הראויה למדיניות שהיא חפצה להפעיל; משהו בין סגנון הממשל הנשיאותי של ארה&quot;ב לזה של הרפובליקה החמישית הצרפתית (שאגב; המציאה והפעילה שיטה זו בעקבות משבר המשילות שהיה נחלתה של הרפובליקה הרביעית בשלהי שנות השישים של המאה העשרים).הנושא של בחירות אזוריות שהמנצח לוקח (למעשה) את כל הקולות יש בו יתרונות (למשילות) אך לדעתי אם אפשר להסתדר בלעדיו (וצריך לנסות) כדאי לוותר עליו מאחר והוא חוטא לעיקרון היצוגיות..
1301633,26/04/2021 16:37,בחירה שתביא להכי הרבה פחות מחלוקות
1302468,27/04/2021 8:17,אין לי ממש דיעה
1302524,27/04/2021 21:37,משאירה את הדמוקרטיה כמו שהיא בלי מקום לשחיתויות
1313520,26/04/2021 15:01,זו שיטה שבה מצביעים לרעיון. כמו כן; אינני רואה כיצד השיטות האחרות עדיפות על המצב הפוליטי בזמן האחרון.
1337082,26/04/2021 19:46,רק זה יוציא אותנו מהפלונטר
1337093,27/04/2021 20:58,ככה עדיף . 
1337214,27/04/2021 21:30,אני חושבת שמה שיש כרגע יעבוד הכי טוב; בחירות שיש יותר אפשרות בחירה תפזר את האנשים ותבלבל אותם יותר.
1337221,26/04/2021 18:20,רעיון מבורך
1396796,27/04/2021 9:03,החברה הישראלית היא הטרוגנית ומורכבת ממספר רב של תתי-קבוצות; לכן מתאים להנהיג בה שיטת בחירות מפלגתית ייצוגית שבסופה תורכב קואליציה שתכיל ייצוג רחב של אותן תתי-קבוצות. שיטת בחירות של &quot;הנמצח לוקח את הכל&quot; מתאימה לחברות הומוגניות יותר.
1440761,27/04/2021 21:55,כי מישהו אחר יעשה את עבודת הבירור והדירוג וזה יחסוך ממני טרחה
1440870,27/04/2021 21:33,מתלבט. השיטה הקיימת משתקת את הכנסת. מצד שני; זה לא העיתוי הראוי להחליפה.
1440872,27/04/2021 19:36,לא יודעת 
1440943,26/04/2021 15:27,חסרונותיה פחותים לדעתי מחסרונות השיטות האחרות (בחירה ישירה נכשלה כבר בעבר)
1441040,27/04/2021 23:19,לדעתי המפלגה בראשות הממשלה צריכה להיות ימנית אך לא בראשות בנימין נתניהו; הוא עשה את שלו והגיע הזמן לשנות.
1452637,27/04/2021 21:52,כי אתה בוחר במפלגה שמתאימה לדעות שלך; ולא במועמד אחד מתוך שתיים; שכלל אינך לא רוצה.
1452734,27/04/2021 13:17,מכוון שבוחרים מפלגה; אני בוחרת בכל אנשים שנמצאים במפלגה. מאמינה בהשקפות של המפלגה לה הצבעתי
1452893,27/04/2021 9:03,כדי לחסוך בלאגן וזמן עד שיהיה ראש ממשלה. הממשלה הנוכחית לא מתפקדת בכלל.
1452927,26/04/2021 20:03,כי כך לא יהיה בחירות מחמירות
1452997,26/04/2021 18:37,השיטה הישנה לא עובדת
1453008,28/04/2021 8:03,מסתמנת כשיטה מאוד הגיונית לאור הפלונטר שאנחנו נמצאים בו
1453039,26/04/2021 15:16,בחירות לראשות הממשלה
1453058,26/04/2021 15:03,ככה יהיו פחות מפלגות לדעתי
1453096,27/04/2021 10:39,מכיוון שהמצב היום מאלץ ללכת לכיוון השמאל ומפלגות אחרות ולוותר לגמרי על מפלגה עם אידיאולוגיות שאני די מסכימה איתן רק בגלל היצור שעומד בראשותה; בגלל אחד שניים צריך לפסול מפלגה שלמה לפיכך אם הבחירות היו בשיטה אחרת היה ניתן לפתור סוגייה זו ללא 5000 סבבים של בחירות שגם הם לא יעזרו
1453166,27/04/2021 21:43,לא יודעת 
1453356,26/04/2021 14:55,לא יודע
1453521,26/04/2021 14:49,אני מעדיפה לבחור את המועמד שלי; כך אני בטוחה שאנשי מפלגתו הם גם נבחרים ורצויים בעיניי
1453526,26/04/2021 15:30,דמוקרטיה
1453726,26/04/2021 22:12,הרע במיעוטו
1453762,26/04/2021 17:44,דמוקרטיה 
1453796,27/04/2021 21:27,כל מועמד יצטרך להוכיח את עצמו
1453798,27/04/2021 8:04,אני כעקרון מעדיפה את השיטה שנהוגה כיום;אבל לצערנו כבר ארבע מערכות בחירות;היא לא מגיעה לידי מיצוי 
1453820,27/04/2021 7:05,תשובות יותר ברורות וחד משמעיות. מהירות
1453847,26/04/2021 15:24,כי בדרך זאת גוברת האידאולוגיה על האינטרס האישי
1453906,27/04/2021 21:11,מכיוון שזה נותן חופש בחירה ודמוקרטיות 
1453946,27/04/2021 11:37,אם דוגלים רק במומד ולא במפלגה
1453967,26/04/2021 15:22,ראשות הממשלה
1454067,27/04/2021 10:42,צריך ראש ממשלה שמחליט הכל
1454084,26/04/2021 13:42,בחירה במועמד באופן ישיר
1454105,26/04/2021 14:18,כי זה הכי דמוקרטיה 
1454110,26/04/2021 14:44,מכיוון שייתכן ואם נפעל בשיטה זו נוכל להקים ממשלה שלא ברשות בנימין נתניהו
1454121,27/04/2021 9:46,אני מאמינה כי שיטת המפלגות משקפת בצורה הטובה ביותר את אפשרותה של מפלגה כגוף אחיד לתפקד בכנסת. בשיטות הבחירה האחרות; כאשר מצביעים לאינדיבידואלים אבל המפלגה היא שנבחרת; קשה יותר לראות את מידת ההשפעה הכללית של המפלגה כאשר היא בכנסת ופועלת בשטח.
1454124,26/04/2021 15:01,מה שהיה טוב עד היום...
1454183,26/04/2021 14:45,פחות התפזרות של קולחת 
1454187,26/04/2021 19:47,יתכן ובאפשרות כזאת יהיה ניתן להכריע את הבחירות בישראל ללא סבבי בחירות נוספים
1454194,26/04/2021 14:02,מדינת ישראל בנתה את חוקיה בחכמה ובשקילות דעת; ללא נטיות כהיום.
1454204,27/04/2021 10:49,כיוון שבשיטה זו היכולת שלנו הבוחרים להשפיע היא גבוהה יותר 
1454212,27/04/2021 14:05,שיתקיים כמן היום
1454228,27/04/2021 10:39,יותר ממוקד
53275,28/04/2021 11:21,יותר מהר
53427,26/04/2021 14:01,רק בחירות ישירות לראש הממשלה .. וגם למפלגה .. כלומר שני פתקים 
56600,26/04/2021 14:15,לבחור אישית על סמך היכרות עם מועמד ולא גוש
162182,26/04/2021 22:44,אין שיטה אחרת מצליחה יותר מזו
186702,26/04/2021 18:18,לא עדיפה
217310,27/04/2021 8:41,לא הוגן לדעתי
230332,26/04/2021 15:23,בחירות בנפרד בין רשא הממשלה ובחירה לכנסת
240066,27/04/2021 7:39,המועמד של המפלגה החזקה יקים ממשלה
242859,28/04/2021 0:12,אין שיטה אחרת
267826,27/04/2021 12:54,יותר אישית ואמינה
283365,27/04/2021 23:22,זו הנכונה
381031,26/04/2021 14:31,נהוג 
524547,27/04/2021 22:11,יותר אמינה
525478,26/04/2021 20:31,חיחי
582278,26/04/2021 14:16,לא יודע ולא מעניין אותי
668064,27/04/2021 8:14,yhtd
783389,28/04/2021 10:12,כדי לאפר לבוחר לתת את דעתו על כל מועמד ומועמד
821249,28/04/2021 2:26,מדויקת יותר משאר השיטות ופורסת מגוון אפשרויות לבוחר
825546,27/04/2021 21:29,לא יודעת
827158,26/04/2021 15:42,הי הכי יעילה
828577,28/04/2021 8:50,mm
835698,27/04/2021 13:52,זו השיטה שיודעים עליה בישראל
835917,27/04/2021 5:40,?אין דעה
836658,28/04/2021 7:50,לא
850330,26/04/2021 23:25,כדי שלא נחזור שוב לבחירות חמישיות 
850982,26/04/2021 14:48,הכי טובה
868047,26/04/2021 14:32,מגוון אנשים ודיעות
894625,26/04/2021 19:19,כי זה הגיוני ביותר
895695,26/04/2021 17:16,יותר חופשי
899523,27/04/2021 2:23,The best
899727,26/04/2021 17:51,אין
900044,27/04/2021 21:08,לא יודעת
911923,26/04/2021 18:46,יותר בטוח
918471,26/04/2021 22:03,עדיף כמה נבחרים על כמות מאוד גדולה שהעם יתבלבל
919205,28/04/2021 3:40,לא יודעת
919206,28/04/2021 4:22,ממש אין לי תשובה
919207,28/04/2021 3:59,לא חושב שיש שיאה יותר טובה מהשיטה הזו
919211,28/04/2021 3:31,אין לי מושג
922250,27/04/2021 18:48,אין שיטה אחרת מתאימה יותר מזו
922251,27/04/2021 18:35,זו השטה הנכונה
922379,28/04/2021 3:25,אין מהשהוא יותר טוב מזה
922595,27/04/2021 23:34,ממש לא יודעת
927685,27/04/2021 12:36,הרוב וההנהגה תהיה עם הגוש שמייצג את רוב העם
930642,26/04/2021 14:52,כדי למנוע את הסחטנות של המפלגות הקטנות.זהות ראש הממשלה ידועה. 
961662,28/04/2021 3:17,שיטה מוצלחת ביותר
1061157,26/04/2021 18:07,
1068326,26/04/2021 16:06,יש בה כח פוליטי יותא
1124838,26/04/2021 15:27,אין דעה
1125296,28/04/2021 9:10,..
1130076,26/04/2021 16:20,מרגיש שבקשת שינוי ההצבעה מונעת אך ורק מסיפוק צרכים אישיים של נתניהו
1141736,26/04/2021 14:58,מעדיף שיטת שני הפתקים :  לראשות הממשלה ולמפלגה המועדפת 
1142190,26/04/2021 14:35,שמירה על מיעוטים
1142260,27/04/2021 12:51,לא יודעת
1143133,27/04/2021 0:18,שיטה זו עדיפה כי לכל אדם המתמודד יש החזון שלו ומה שהוא אוצה להציע ולהגשים
1145045,26/04/2021 15:25,תהליך קצר ופחות התערבויות
1145112,26/04/2021 21:13,זה לא יותר טוב אבל משהו אחר 
1145541,26/04/2021 14:15,.
1146638,26/04/2021 14:15,אני רואה שהיא יותר מוצלחת 
1157985,26/04/2021 14:18,אולי תתצליח יותר לא בטוח 100%
1158918,26/04/2021 15:42,אין דעה
1169977,26/04/2021 23:01,דימוקרטית יותר
1200702,26/04/2021 14:20,הרכבת קואליתיה עם ערכים דומים שהם רוב הכנסת עם מספיק כוח לקדם חוקים
1210039,27/04/2021 2:33,כי בישראל רוב העם מצביע למפלגות לפי המועמד המוביל שלה לכן להצביע למועמד או למפלגה זה אותו דבר 
1210896,27/04/2021 18:20,כי השיטה הנוכחית לא עוזרת 
1211041,27/04/2021 11:41,זו השיטה הכי טובה לבחור נציג
1215116,27/04/2021 20:56,ככה 
1215277,26/04/2021 17:03,בחירות ישירות מאפשרות לבחור את נמועמד נמועדף
1215292,26/04/2021 14:19,שיטה עם נסיון מוכח זה שלאחרונה נכשלה בגלל כשלון הממנהיג
1215560,26/04/2021 14:16,אין
1229906,26/04/2021 18:45,יותר חופשי
1274825,27/04/2021 0:54,אין ממשלה
1277638,26/04/2021 15:53,אין דעה
1278766,26/04/2021 22:10,מטלבט
1282037,27/04/2021 23:21,הכי היגיונית ואפשרית לקהל הישראלי.
1284056,26/04/2021 14:35,כי יש בה פריימרז
1284771,26/04/2021 14:17,לא יודעת
1286345,28/04/2021 8:23,אני לא אמרתי על שיטה מסויימת 
1286650,27/04/2021 13:13,לא יודעת
1287405,26/04/2021 15:28,לא יודע
1297736,26/04/2021 21:35,לא יודעת 
1300108,26/04/2021 18:03,שיטה זו הכי נכונה בעיני
1300328,26/04/2021 15:06,פחות זמן ובלגן
1300603,26/04/2021 14:16,המפלגה החזקה היא רוב העם  מגיע לה להיות לרשות הממשלה
1300959,27/04/2021 11:23,יותר נוח לבחור ויותר מהיר 
1300964,26/04/2021 19:00,לא יודעת
1300972,26/04/2021 20:24,הולכים לפי מה שנהוג
1300996,28/04/2021 0:11,כן
1301028,26/04/2021 15:53,כי זה השיטה הכי דימוקראטית וראויה 
1301061,26/04/2021 13:54,נוחה וברורה יותר
1301239,26/04/2021 17:16,חשה אין שוויון
1313545,27/04/2021 9:15,..
1440779,26/04/2021 15:21,אני לא יודע מה השיטה העדפה ..
1452564,26/04/2021 14:19,מהירה
1452623,26/04/2021 14:23,לא יודע
1452772,26/04/2021 13:34,יותר אמין
1452928,28/04/2021 0:04,זה מייצג בצורה יותר נכונה; ואפשר להצביע למי שמתאים בלי להתלבט בגלל אחוז החסימה 
1453015,27/04/2021 0:12, משקפת יותר
1453024,27/04/2021 11:49,יעיחכבצחכחכעהחיכהיחעיחעהכמיחכהיחכיח
