id,ext_id,start,finish,Q2,Q3,Q4,Q5,Q6 ,col_1,col_2,col_3,col_6,col_8,col_9,col_10,col_12,col_13,col_14,col_15,col_16,col_21,col_22,col_30,col_42,col_425,col_2581,device_type
1144369.00,#NULL!,2024-03-01 10:49:24,2024-03-01 10:50:40,1.00,1.00,3.00,5.00,אסור לעשות שום עסקה אלא צריך להמשיך רגיל במלחמה עד שחמאס יכנע גם במחיר שכל השבוייםיהרגו,1.00,5.00,5.00,69.00,1.00,1.00,1.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,32.00,1.00,100.00,1.00,1.00
1144920.00,#NULL!,2024-02-29 15:25:55,2024-02-29 15:31:03,5.00,1.00,1.00,5.00,צריך לשחרר כל החתולים בבד אחד דרך פעולה צבאית בלי לשחרר מהבית הכלא מחבלים ובלי לעצור מלחמה,2.00,7.00,5.00,69.00,5.00,6.00,1.00,8.00,14.00,1.00,14.00,14.00,1.00,1.00,72.00,4.00,37.00,1.00,2.00
1144939.00,#NULL!,2024-02-29 20:37:37,2024-02-29 20:39:35,2.00,1.00,1.00,5.00,0,2.00,5.00,4.00,58.00,1.00,1.00,1.00,8.00,1.00,6.00,1.00,1.00,1.00,2.00,34.00,4.00,14.00,2.00,1.00
1145317.00,#NULL!,2024-02-29 14:01:34,2024-02-29 14:02:51,2.00,3.00,2.00,1.00,יש לתת לבעלי מקצוע להחליט ,1.00,7.00,7.00,80.00,1.00,2.00,1.00,12.00,1.00,1.00,29.00,42.00,1.00,1.00,56.00,3.00,100.00,4.00,2.00
1158146.00,#NULL!,2024-02-29 12:15:02,2024-02-29 12:18:05,3.00,2.00,2.00,2.00,אין לקהל הישראלי את הנתונים שיש לראשי ומובילי המדינה; בשביל לדעת מה נכון לעשות.ברור שכולנו רוצים את השבויים בבית ומהר. הכי מהר. אתמול. לפני חודש!אבל אם המחיר הוא חיים של אנשים אחרים שעלולים להגבות - מי מאיתנו יכול לקחת הכרעה בלי כל כל כל הנתונים? שאלה כבדת משקל; נוראית; דילמה של חיים ומוות על כל המשתמע וקטונתי מלהכריע בה. רק יכולה ומתפללת שכולם ישובו הביתה בשלום; בבריאות הגוף והנפש; השבויים; החיילים וכל עם ישראל באשר הוא; ידע רק שלווה ומנוחה. אמן ואמן!,2.00,6.00,5.00,68.00,3.00,5.00,1.00,11.00,1.00,3.00,10.00,1.00,3.00,0.00,46.00,4.00,0.00,1.00,1.00
1170333.00,#NULL!,2024-02-29 17:15:43,2024-02-29 17:17:39,3.00,2.00,1.00,2.00,ההחלטה צריכה להיות מאד אחראית ולכן צריך לנהוג בענין זה באחריות גדולה,1.00,7.00,3.00,1065.00,2.00,4.00,1.00,9.00,1.00,4.00,1.00,1.00,4.00,2.00,58.00,4.00,19.00,2.00,1.00
1181917.00,#NULL!,2024-02-29 16:47:21,2024-02-29 16:49:50,1.00,1.00,2.00,3.00,.,2.00,7.00,4.00,58.00,2.00,4.00,1.00,5.00,37.00,1.00,37.00,37.00,2.00,2.00,56.00,4.00,100.00,2.00,2.00
1191441.00,#NULL!,2024-03-01 08:22:24,2024-03-01 08:23:23,2.00,2.00,1.00,3.00,יש לנו עסק עם רוצחים חייבים לשנות את המשוואה למרות הקושי העצום,1.00,5.00,5.00,69.00,2.00,5.00,1.00,7.00,1.00,4.00,1.00,34.00,4.00,3.00,39.00,4.00,26.00,1.00,2.00
1200675.00,#NULL!,2024-02-29 14:46:42,2024-02-29 14:50:04,3.00,3.00,2.00,3.00,מאוד חשוב שיוחזרו החטופים . אך לא בכול מחיר  .אין דבר בעולם שאמור לעצור את מבצע זה כולל החיזבאללה.לא יפתרו את הנושא היום  נשלם על זה מחר בריבית דריבית ,1.00,7.00,4.00,62.00,3.00,5.00,1.00,7.00,1.00,2.00,42.00,42.00,3.00,4.00,61.00,2.00,24.00,2.00,2.00
1205208.00,#NULL!,2024-03-01 19:56:15,2024-03-01 20:00:56,2.00,2.00,1.00,1.00,"הממשלה מתנהלת כמו מתוך חוסר בידע ומקצועיות. המלחמה נמשכת יותר זמן ממה שהייתה צריכה. בהתחלה כל העולם היה בעדנו ועכשיו איבדנו את כולם-גם את ארה""ב. היינו צריכים להכות בכל הכוח בהתחלה ולסיים את הסאגה הזאת שנקראת רצועת עזה. אין שם חפים מפשע",1.00,4.00,7.00,1050.00,1.00,1.00,1.00,8.00,1.00,1.00,21.00,1.00,3.00,2.00,28.00,2.00,6.00,4.00,2.00
1208886.00,#NULL!,2024-02-29 13:22:14,2024-02-29 13:24:57,3.00,2.00,1.00,1.00,על המדינה לדאוג לשחרור החטופים במהרה ובהקדם ולדאוג שכל אסיר שמשוחרר יגיע בסופו של דבר לעזה ובבוא העת לחסל את כולם . חבל שלא ממשים עונש מוות למחבלים ולרוצחים ,2.00,7.00,1.00,30.00,2.00,4.00,1.00,8.00,6.00,1.00,6.00,6.00,1.00,1.00,63.00,1.00,1.00,3.00,1.00
1222801.00,#NULL!,2024-03-01 10:09:36,2024-03-01 10:14:45,2.00,1.00,1.00,3.00,חשוב מאוד מאוד מאוד שישראל תגן על עצמה ולא תכנע לתכתיבים של מדינות אחרות.המכה שספגנו היא קשה מנשוא ואסור לתת לכך פתח נוסף חלילה. כל ויתור יגרור הצלחה של החמאס שרק יגבר לו התאבון להמשיך חלילה.חובה עלינו ליישב את חבל עזה על מנת להביא שקט ובטחון לכל אזרחי ישראל. ( גם הערבים שרוצים שלום יהנו מכך מכיוון שתחת שלטון חמאס או הרשות הפלסטינית הם לא מקבלים דבר לקידומם החינוכי והכלכלי והמוסרי.),2.00,6.00,1.00,17.00,1.00,1.00,1.00,8.00,10.00,0.00,0.00,0.00,2.00,0.00,48.00,4.00,0.00,3.00,2.00
1229906.00,#NULL!,2024-02-29 17:44:35,2024-02-29 17:45:11,5.00,5.00,2.00,5.00,צריך לשחרר את החטופים במידי,2.00,6.00,1.00,1198.00,1.00,5.00,2.00,2.00,1.00,1.00,1.00,1.00,3.00,3.00,43.00,2.00,26.00,3.00,3.00
1272569.00,#NULL!,2024-02-29 11:43:47,2024-02-29 11:44:57,2.00,3.00,1.00,5.00,.,2.00,3.00,2.00,36.00,1.00,2.00,7.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,18.00,1.00,0.00,3.00,2.00
1272832.00,#NULL!,2024-02-29 14:58:54,2024-02-29 15:00:28,5.00,3.00,1.00,2.00,הקבינת המורחב מערב יותר מדי פוליטיקה,1.00,7.00,3.00,39.00,2.00,2.00,1.00,7.00,1.00,1.00,18.00,1.00,5.00,5.00,52.00,1.00,14.00,5.00,1.00
1272918.00,#NULL!,2024-02-29 14:32:33,2024-02-29 14:33:51,3.00,3.00,1.00,2.00,כמו שכתבתי הצבעה בקבינט המלחמה,1.00,6.00,6.00,72.00,2.00,2.00,1.00,7.00,1.00,1.00,1.00,1.00,3.00,4.00,49.00,2.00,22.00,1.00,2.00
1273445.00,#NULL!,2024-02-29 16:43:58,2024-02-29 16:45:45,3.00,2.00,1.00,2.00,אני לא סומכת על הממשלה הרחבה. החלטות צריכות להתקבל רק בקבינט המצומצם.,2.00,7.00,2.00,33.00,2.00,2.00,1.00,9.00,1.00,1.00,36.00,36.00,2.00,2.00,68.00,1.00,35.00,3.00,1.00
1273548.00,#NULL!,2024-02-29 18:40:26,2024-02-29 18:42:09,2.00,3.00,2.00,3.00,באמת שלא מגיעה לימס שום הםסקת לחימה אבל פדמון השבויין והחטופים כל כך חשוב שאין ברירה,2.00,7.00,5.00,69.00,2.00,3.00,1.00,8.00,1.00,1.00,41.00,16.00,3.00,3.00,65.00,4.00,31.00,1.00,2.00
1279391.00,#NULL!,2024-02-29 17:11:13,2024-02-29 17:13:05,3.00,1.00,1.00,1.00,את המתווה ישראל צריכה לתת ולא חמס הרי אל ידינו על העליונה אזי אנחנו צריכחל להעמיד תנאים. ,2.00,6.00,2.00,33.00,2.00,2.00,1.00,12.00,1.00,3.00,24.00,1.00,1.00,1.00,43.00,2.00,0.00,3.00,2.00
1280085.00,#NULL!,2024-02-29 16:34:21,2024-02-29 16:37:17,2.00,3.00,1.00,5.00,לשאול את האזרחים מה הם רוצים לעשות ואיל לשחרר אותם,1.00,6.00,1.00,1102.00,3.00,2.00,1.00,11.00,1.00,2.00,1.00,1.00,1.00,1.00,46.00,1.00,100.00,3.00,1.00
1281992.00,#NULL!,2024-02-29 14:35:06,2024-02-29 14:39:14,3.00,3.00,1.00,3.00,בשום אופן לא להפסיק לחימה. הפוגה של יום תמורת חטוף. מקסימום. ארכי רוצחים לא לשחרר ,1.00,7.00,3.00,1071.00,3.00,6.00,1.00,9.00,1.00,1.00,41.00,41.00,5.00,5.00,76.00,3.00,24.00,2.00,3.00
1284178.00,#NULL!,2024-02-29 17:51:16,2024-02-29 17:52:48,2.00,3.00,1.00,3.00,ככה הכי מתאים לדעתי שכל שר  בממשלה יביע את דעתו,2.00,4.00,3.00,49.00,1.00,3.00,1.00,2.00,1.00,0.00,1.00,1.00,4.00,5.00,23.00,2.00,0.00,2.00,2.00
1284302.00,#NULL!,2024-02-29 15:10:55,2024-02-29 15:13:07,2.00,2.00,1.00,3.00,חשוב מאוד להחזיר את החטופיםאבל חשוב לא פחות לשמור על ביטחון המדינה וכלל אזרחיה ולא לעשות דברים שיפגעו בביטחון כולם,1.00,7.00,4.00,64.00,0.00,5.00,1.00,6.00,1.00,0.00,0.00,0.00,1.00,0.00,55.00,2.00,0.00,2.00,3.00
1286949.00,#NULL!,2024-02-29 15:05:07,2024-02-29 15:13:05,5.00,1.00,1.00,2.00,מבחינתי לשחרר את כל המחבלים תמורת כל השבויים ביחד (ולא לשמרון!! להגלות אותם למדינות ערב). הפסת לחימה רק לאחר חיסול בכירי חאמס ברצועה ובעולם.מתשובתכם בחרתי את הקרוב ביותר לדעתי.,2.00,7.00,6.00,73.00,2.00,2.00,1.00,8.00,1.00,1.00,31.00,31.00,3.00,4.00,57.00,1.00,27.00,2.00,1.00
1290402.00,#NULL!,2024-02-29 17:49:17,2024-02-29 17:50:58,2.00,1.00,1.00,3.00,"אסור שהאסירים המחבלים יחזרו ליו""ש",1.00,7.00,3.00,48.00,2.00,6.00,1.00,9.00,1.00,1.00,33.00,36.00,3.00,3.00,66.00,3.00,14.00,5.00,2.00
1301554.00,#NULL!,2024-02-29 13:36:37,2024-02-29 13:40:29,2.00,1.00,1.00,3.00,לאיזה כיוון שלא ניקח את זה; אם סופיות הפעולה לא תהיה ניצחון מוחץ על החמאס מעשית ונראותית; החיים של כל יהודי בארץ וגם בעולם לא יהיו שווים הרבה יותר מקליפת שום!!!,1.00,7.00,6.00,1094.00,2.00,4.00,1.00,9.00,34.00,1.00,34.00,8.00,2.00,2.00,62.00,4.00,100.00,5.00,2.00
1301631.00,#NULL!,2024-02-29 12:16:57,2024-02-29 12:19:45,1.00,1.00,1.00,1.00,אין לי מה להוסיף,2.00,6.00,1.00,19.00,2.00,6.00,1.00,8.00,14.00,3.00,14.00,14.00,3.00,4.00,43.00,1.00,24.00,3.00,1.00
1302556.00,#NULL!,2024-02-29 21:39:03,2024-02-29 21:40:53,2.00,1.00,1.00,4.00,"אין אימון בפיקוד הצבאי הראשיכנ""ל בראשי מערכות בטחון אחרות; כמו שב""כ ומוסדהם כשלו והם האחראים הישירים לטבח; לכן כל החלטה צריכה לקבל את החלטת הכנסת ",1.00,6.00,6.00,74.00,2.00,1.00,1.00,8.00,1.00,5.00,1.00,16.00,2.00,1.00,48.00,4.00,19.00,1.00,2.00
1303168.00,#NULL!,2024-02-29 14:42:12,2024-02-29 14:46:28,3.00,2.00,1.00,2.00,"פדיון שבויים הוא ערך עליוןאך צריך להתחשב שכל פעם שאוייבינו שומעים שאנו מוכנים לתת יותר או לחלופין רבים בנינו הם מעלים את הרף.יש צורך לעשות הכל בחשאיות ולתת כל מחיר שידרש לפי אנשי המקצוע קרי שב""ש וכו",1.00,7.00,4.00,0.00,2.00,6.00,1.00,7.00,1.00,3.00,42.00,42.00,4.00,4.00,57.00,4.00,19.00,0.00,1.00
1452761.00,#NULL!,2024-02-29 13:25:41,2024-02-29 13:27:35,3.00,2.00,1.00,1.00,הכי חשוב להחזיר את החטופים; כמובן שצריך להיות הגיוניים ולא להסכים לכל תנאי. אך נתמודד עם ההשלכות אחרי שכולם יחזרו הביתה,1.00,4.00,3.00,51.00,1.00,3.00,7.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,24.00,1.00,24.00,2.00,2.00
1453744.00,#NULL!,2024-02-29 17:35:06,2024-02-29 17:35:19,3.00,3.00,2.00,3.00,לא יודע,1.00,7.00,3.00,49.00,0.00,4.00,1.00,13.00,1.00,0.00,0.00,0.00,3.00,0.00,55.00,2.00,100.00,2.00,1.00
1472024.00,#NULL!,2024-02-29 20:17:35,2024-02-29 20:20:30,1.00,1.00,1.00,3.00,"אני לא יודעת כ""כ",2.00,3.00,4.00,58.00,1.00,1.00,1.00,12.00,1.00,1.00,1.00,1.00,1.00,1.00,18.00,4.00,100.00,2.00,2.00
1501487.00,#NULL!,2024-03-01 10:41:44,2024-03-01 10:45:00,5.00,5.00,1.00,4.00,לשחרר את החטופים מיד;ולשחרר ראש ממשלה השונא את עמו.,2.00,7.00,3.00,0.00,3.00,5.00,1.00,6.00,31.00,1.00,31.00,31.00,3.00,4.00,63.00,2.00,1.00,0.00,2.00
1502032.00,#NULL!,2024-03-01 19:52:25,2024-03-01 19:53:40,3.00,3.00,1.00,1.00,הם יודעים הכי טוב בנוגע לזה,1.00,3.00,3.00,49.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,18.00,1.00,0.00,2.00,1.00
1503590.00,#NULL!,2024-02-29 14:48:14,2024-02-29 14:49:33,2.00,3.00,1.00,1.00,אני לא בדרג המדיניאבל זו דעתי ,1.00,6.00,1.00,1105.00,2.00,2.00,1.00,8.00,16.00,3.00,16.00,16.00,3.00,4.00,42.00,1.00,100.00,3.00,2.00
1504810.00,#NULL!,2024-02-29 19:08:40,2024-02-29 19:10:53,5.00,5.00,2.00,1.00,מה שחשוב זה להחזירם הביתה,2.00,7.00,3.00,44.00,3.00,2.00,1.00,11.00,1.00,1.00,28.00,28.00,1.00,1.00,65.00,2.00,100.00,5.00,2.00
1516679.00,#NULL!,2024-02-29 18:57:47,2024-02-29 18:59:13,3.00,3.00,2.00,2.00,אין מה לפרט,1.00,7.00,3.00,49.00,3.00,5.00,1.00,6.00,1.00,1.00,23.00,1.00,2.00,1.00,78.00,2.00,14.00,2.00,1.00
1517735.00,#NULL!,2024-02-29 15:33:09,2024-02-29 15:35:02,3.00,2.00,2.00,1.00,אני חושבת שהחזרת החטופים זה בראש סדר העדיפויות אבל אסור להפסיק את הלחימה,2.00,4.00,3.00,51.00,1.00,3.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,26.00,1.00,0.00,2.00,2.00
1518490.00,#NULL!,2024-03-01 12:06:12,2024-03-01 12:06:53,5.00,5.00,2.00,3.00,לא יודע,2.00,6.00,2.00,27.00,2.00,5.00,2.00,8.00,0.00,0.00,0.00,0.00,2.00,2.00,44.00,0.00,26.00,3.00,2.00
1520124.00,#NULL!,2024-03-01 08:52:14,2024-03-01 08:53:42,2.00,3.00,1.00,1.00,המוסד והשב״כ יודעים בדיוק מה הטוב לישראל,2.00,6.00,1.00,1138.00,1.00,6.00,4.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,48.00,1.00,1.00,3.00,3.00
1520811.00,#NULL!,2024-03-01 08:07:03,2024-03-01 08:08:36,5.00,3.00,1.00,1.00,.,2.00,6.00,1.00,1138.00,2.00,5.00,4.00,8.00,1.00,1.00,1.00,1.00,1.00,1.00,46.00,2.00,19.00,3.00,2.00
1522425.00,#NULL!,2024-02-29 11:34:50,2024-02-29 11:36:32,2.00,1.00,1.00,1.00,כשזה לא יסכן את החיילים שלנו ,2.00,4.00,7.00,1111.00,1.00,4.00,1.00,2.00,1.00,1.00,21.00,21.00,2.00,2.00,22.00,2.00,14.00,2.00,3.00
1524470.00,#NULL!,2024-02-29 16:50:50,2024-02-29 16:53:00,2.00,2.00,1.00,3.00,לדעתי החמס במצב קשה מאד נצור במנהרות  אין מזון חסר אור השמש ולכן אפשר להכניע אותו ולכן חייבים להכנס לרפיח ואז תנאי העסקה יהיו הרבה יותר טובים,1.00,7.00,4.00,63.00,2.00,5.00,1.00,6.00,1.00,1.00,47.00,39.00,4.00,4.00,70.00,2.00,42.00,2.00,1.00
1531192.00,#NULL!,2024-03-01 09:57:42,2024-03-01 09:58:40,5.00,5.00,3.00,4.00,דנוקרטיה,2.00,5.00,2.00,27.00,2.00,5.00,2.00,8.00,1.00,3.00,1.00,1.00,2.00,2.00,34.00,2.00,47.00,3.00,3.00
1535603.00,#NULL!,2024-03-01 08:22:34,2024-03-01 08:24:22,2.00,3.00,1.00,1.00,אין פרוט,2.00,5.00,7.00,66.00,2.00,5.00,1.00,8.00,1.00,4.00,38.00,8.00,1.00,1.00,35.00,4.00,100.00,4.00,1.00
1545041.00,#NULL!,2024-02-29 13:59:36,2024-02-29 14:02:49,1.00,1.00,1.00,5.00,כל דין ודברים עם נאצים פוגע בכל היהודים בכל מקום.צריך לשטח את עזה עד ש מנהיגים שלהם יצאו עם ידיים למעלה ויתחננו להחזיר את החטופים.בינתיים לא הראו אות חיים מהם.אין עם מי לדבר!רק להחריב אותם יעזור למי שעדיין חיי;מה שנראה שאין אנשים חיים,1.00,7.00,6.00,620.00,2.00,2.00,1.00,9.00,1.00,1.00,1.00,1.00,2.00,3.00,66.00,3.00,39.00,1.00,2.00
1545292.00,#NULL!,2024-03-01 10:21:03,2024-03-01 10:22:03,5.00,4.00,1.00,1.00,כי הם גופינהבטחון מבינים יותר מאחרים ומקצועיים,1.00,5.00,2.00,1136.00,2.00,6.00,2.00,8.00,1.00,3.00,1.00,1.00,3.00,4.00,35.00,2.00,19.00,3.00,3.00
1557977.00,#NULL!,2024-02-29 12:49:14,2024-02-29 12:50:22,3.00,3.00,1.00,2.00,אין יותר,1.00,7.00,4.00,61.00,2.00,2.00,1.00,8.00,1.00,1.00,23.00,36.00,5.00,5.00,64.00,1.00,42.00,5.00,1.00
1558462.00,#NULL!,2024-02-29 14:22:57,2024-02-29 14:24:18,3.00,2.00,2.00,1.00,אין,1.00,7.00,2.00,33.00,2.00,5.00,1.00,6.00,1.00,1.00,23.00,23.00,3.00,3.00,76.00,2.00,45.00,3.00,3.00
1565333.00,#NULL!,2024-03-01 10:19:29,2024-03-01 10:20:06,1.00,5.00,2.00,5.00,אין לי פירוט,2.00,4.00,1.00,1121.00,1.00,5.00,2.00,8.00,1.00,1.00,1.00,1.00,3.00,2.00,24.00,3.00,26.00,3.00,3.00
1567127.00,#NULL!,2024-02-29 14:56:48,2024-02-29 14:59:24,2.00,1.00,1.00,2.00,החלטה של הצבא ,2.00,6.00,3.00,39.00,1.00,2.00,1.00,8.00,1.00,3.00,1.00,1.00,1.00,1.00,41.00,2.00,100.00,5.00,2.00
1571450.00,#NULL!,2024-03-01 21:48:11,2024-03-01 21:48:28,5.00,5.00,3.00,5.00,تت,2.00,5.00,3.00,50.00,2.00,4.00,2.00,8.00,1.00,4.00,1.00,1.00,1.00,1.00,39.00,2.00,100.00,5.00,2.00
1579379.00,#NULL!,2024-02-29 13:42:59,2024-02-29 13:44:38,1.00,1.00,1.00,5.00,כל החטופים בחוץ בלי הפסקת מלחמה,2.00,7.00,7.00,82.00,2.00,2.00,1.00,8.00,1.00,1.00,31.00,1.00,1.00,3.00,58.00,2.00,42.00,4.00,2.00
1579894.00,#NULL!,2024-02-29 15:45:40,2024-02-29 15:47:16,2.00,2.00,2.00,5.00,זה נושא מאוד מורכב ששום צד לא יצא בו מרוצה ,2.00,4.00,2.00,29.00,1.00,4.00,1.00,2.00,10.00,1.00,10.00,1.00,2.00,2.00,23.00,1.00,100.00,3.00,1.00
1597087.00,#NULL!,2024-02-29 18:42:53,2024-02-29 18:44:12,1.00,2.00,1.00,5.00,אני חושבת שחייב חייב להחזיר את החטופים במהרה אבל לא להפסיק ליותר מידי זמן את הלחימה ,2.00,3.00,7.00,77.00,1.00,4.00,1.00,8.00,1.00,0.00,1.00,1.00,1.00,1.00,20.00,4.00,19.00,4.00,3.00
1597104.00,#NULL!,2024-02-29 16:06:33,2024-02-29 16:07:42,3.00,3.00,1.00,1.00,אין מה לפרט,1.00,7.00,7.00,78.00,2.00,3.00,1.00,7.00,1.00,1.00,31.00,31.00,1.00,4.00,62.00,2.00,1.00,4.00,2.00
1597165.00,#NULL!,2024-02-29 22:47:29,2024-02-29 22:52:20,2.00,5.00,2.00,1.00,זה דבר רגיש ביותר שיש עבורו חילוקי דעות מכל העם כל אחד לפי האמונה שלו או הקו הפוליטי או הדתי או החברתי לכן ממומלץ להיות פאנל סגור של השבכ והמוסד שיחליטו,2.00,7.00,1.00,1138.00,2.00,3.00,4.00,9.00,1.00,1.00,1.00,1.00,1.00,1.00,60.00,2.00,100.00,3.00,2.00
1603345.00,#NULL!,2024-03-01 23:42:39,2024-03-01 23:45:03,5.00,4.00,1.00,5.00,על כל הישראלים לחזור למשפחות שלהם,2.00,4.00,7.00,77.00,1.00,4.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,23.00,2.00,100.00,4.00,1.00
1604348.00,#NULL!,2024-02-29 21:48:52,2024-02-29 21:49:36,5.00,4.00,2.00,4.00,אין,2.00,4.00,3.00,40.00,1.00,3.00,2.00,8.00,1.00,1.00,1.00,1.00,2.00,2.00,22.00,2.00,44.00,5.00,2.00
1606139.00,#NULL!,2024-02-29 13:37:22,2024-02-29 13:38:14,2.00,1.00,1.00,5.00,זה נוגע לכל העם,1.00,7.00,4.00,58.00,2.00,6.00,1.00,7.00,9.00,1.00,9.00,9.00,3.00,3.00,58.00,4.00,6.00,2.00,2.00
1619970.00,#NULL!,2024-03-01 21:39:04,2024-03-01 21:39:51,2.00,1.00,2.00,1.00,........,2.00,4.00,1.00,1138.00,1.00,3.00,4.00,2.00,1.00,1.00,1.00,1.00,3.00,3.00,23.00,2.00,100.00,3.00,1.00
1626905.00,#NULL!,2024-02-29 19:47:17,2024-02-29 19:48:50,2.00,5.00,1.00,1.00,השבויים צריכים להיות ראשונים ושהחיילים יחזרו הבייתה בריאים ושלמים,2.00,7.00,7.00,77.00,2.00,2.00,1.00,10.00,24.00,1.00,24.00,24.00,2.00,2.00,70.00,2.00,42.00,4.00,2.00
1627362.00,#NULL!,2024-02-29 14:31:07,2024-02-29 14:35:03,2.00,1.00,1.00,1.00, למדינת ישראל חשוב יותר מכל החזרת כל החטופים החיים והמתים.2 להמשיך לשטח את עזה כולל רפיח ולהחזיר את התושבים לבתיהם.שיחיו לבטח ללא כל פחד והרתעה מצד חמאס. יום,1.00,7.00,2.00,33.00,2.00,3.00,1.00,6.00,1.00,1.00,26.00,26.00,4.00,3.00,75.00,2.00,25.00,3.00,2.00
1627415.00,#NULL!,2024-03-01 10:58:27,2024-03-01 11:00:14,5.00,4.00,1.00,5.00,העם הוא החלק הכי רגיש בעניין וכל חטוף וכל נהרג לא משנה באיזה צד זה הפסד ענק ,2.00,6.00,4.00,65.00,2.00,5.00,2.00,8.00,1.00,4.00,1.00,1.00,3.00,2.00,41.00,2.00,19.00,2.00,3.00
1628250.00,#NULL!,2024-03-01 01:58:28,2024-03-01 02:00:45,5.00,4.00,2.00,3.00,לפי הרוב,2.00,6.00,1.00,1137.00,2.00,5.00,2.00,11.00,1.00,2.00,1.00,1.00,1.00,2.00,48.00,2.00,100.00,3.00,3.00
1636957.00,#NULL!,2024-03-01 08:53:52,2024-03-01 08:55:21,2.00,1.00,1.00,5.00,צריך. לשאול לדעתו של רוב העם; מה הוא חושב לגבי שחרור אסירים; כי בסוף זה הגורל של כולנו. המחבל שישתחרר היום עלול להיות הרוצח שלי מחר ,2.00,5.00,2.00,33.00,2.00,5.00,1.00,8.00,1.00,3.00,1.00,1.00,1.00,1.00,35.00,4.00,100.00,3.00,2.00
1638893.00,#NULL!,2024-02-29 12:54:43,2024-02-29 12:58:16,3.00,2.00,1.00,2.00,אין צורך,1.00,7.00,3.00,52.00,2.00,2.00,1.00,6.00,1.00,1.00,1.00,1.00,3.00,3.00,76.00,1.00,42.00,2.00,1.00
1640338.00,#NULL!,2024-02-29 22:33:38,2024-02-29 22:36:56,2.00,2.00,1.00,2.00,יש לישראל כוח ויכולת לעמוד על עמדה קשוחה בנושא האסירים ויתרון צבאי וכלכלי ,1.00,7.00,7.00,80.00,3.00,5.00,1.00,11.00,21.00,1.00,21.00,21.00,1.00,1.00,66.00,1.00,100.00,4.00,1.00
1641509.00,#NULL!,2024-02-29 21:34:03,2024-02-29 21:35:58,2.00,2.00,1.00,1.00,הנושא סופר חשוב,2.00,5.00,3.00,51.00,1.00,2.00,1.00,8.00,1.00,3.00,1.00,1.00,2.00,3.00,39.00,3.00,8.00,2.00,2.00
1642116.00,#NULL!,2024-02-29 22:01:35,2024-02-29 22:04:53,2.00,3.00,1.00,1.00,"לפעול לפי המחצת שב""כ",2.00,5.00,1.00,23.00,1.00,5.00,4.00,7.00,1.00,1.00,1.00,1.00,4.00,3.00,34.00,2.00,19.00,3.00,2.00
1652010.00,#NULL!,2024-02-29 21:14:18,2024-02-29 21:15:57,3.00,3.00,2.00,5.00,"לבדוק מה הדיעה של העם ולא החלטה של 120 ח""כ",1.00,6.00,1.00,1119.00,2.00,3.00,3.00,12.00,1.00,3.00,1.00,1.00,3.00,3.00,46.00,2.00,0.00,3.00,2.00
1652033.00,#NULL!,2024-03-01 14:06:21,2024-03-01 14:12:40,2.00,4.00,2.00,1.00,אין מה לפרט גם כך דעתי בנושא הזה לא תשנה החלטות מדיניות בדרג עליון,2.00,7.00,1.00,32.00,2.00,5.00,3.00,8.00,1.00,2.00,1.00,1.00,1.00,3.00,53.00,1.00,12.00,3.00,2.00
1652057.00,#NULL!,2024-02-29 21:15:49,2024-02-29 21:18:08,5.00,4.00,1.00,5.00,שחרור החטופים  הכי חשוב מהכל,2.00,6.00,4.00,65.00,2.00,4.00,2.00,8.00,1.00,5.00,1.00,1.00,1.00,1.00,49.00,2.00,12.00,2.00,2.00
1652064.00,#NULL!,2024-02-29 22:17:04,2024-02-29 22:17:53,5.00,5.00,1.00,5.00,נבחרי העם הרי,1.00,7.00,2.00,33.00,2.00,4.00,3.00,6.00,1.00,2.00,1.00,1.00,2.00,3.00,68.00,1.00,24.00,3.00,1.00
1652096.00,#NULL!,2024-03-01 05:36:14,2024-03-01 05:38:59,4.00,3.00,2.00,5.00,נשאל עם,1.00,7.00,3.00,494.00,2.00,3.00,2.00,8.00,1.00,2.00,1.00,1.00,2.00,2.00,52.00,3.00,39.00,5.00,2.00
1652187.00,#NULL!,2024-02-29 18:08:26,2024-02-29 18:09:44,3.00,3.00,1.00,1.00,הרמטקל צריך להחליט ולא ראש הממשלה,1.00,5.00,4.00,64.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,38.00,1.00,100.00,2.00,2.00
1652204.00,#NULL!,2024-03-01 09:48:03,2024-03-01 09:49:21,5.00,4.00,1.00,1.00,גורמים מקצועיים ולא פוליטיים,1.00,6.00,1.00,1187.00,2.00,5.00,3.00,8.00,1.00,4.00,1.00,1.00,4.00,5.00,45.00,2.00,12.00,3.00,1.00
1652465.00,#NULL!,2024-02-29 20:05:45,2024-02-29 20:08:23,5.00,5.00,1.00,5.00,אנו. רוצים שלום,2.00,7.00,1.00,17.00,2.00,1.00,3.00,12.00,1.00,1.00,1.00,1.00,1.00,1.00,65.00,3.00,47.00,3.00,2.00
